# Run started 2018-06-28 10:01:23 
# Command: motif-finder.py --database ../../gtpase-sensor/data/scer_orf_trans_all.fasta --pssm rudiger --report --threshold 12.15 --out ../data/scer-motifs-summary-r12_15.txt
# Parameters:
#	fasta_fname: ../../gtpase-sensor/data/scer_orf_trans_all.fasta
#	protein_id: None
#	sequence: None
#	pssm_name: rudiger
#	translate: False
#	score_threshold: 12.15
#	maximum_frequency_bin: 10
#	degap: False
#	write_report: True
#	mask_sequences: False
#	out_fname: ../data/scer-motifs-summary-r12_15.txt
orf	num.sites	num.motifs	prop.sites	max.score	num.motifs.1	num.motifs.2	num.motifs.3	num.motifs.4	num.motifs.5	num.motifs.6	num.motifs.7	num.motifs.8	num.motifs.9	num.motifs.10	num.motifs.longer
YAR020C	0	0	0.000	4.600	0	0	0	0	0	0	0	0	0	0	0
YAR023C	1	1	0.006	12.590	1	0	0	0	0	0	0	0	0	0	0
YAR027W	0	0	0.000	11.730	0	0	0	0	0	0	0	0	0	0	0
YAR028W	0	0	0.000	9.880	0	0	0	0	0	0	0	0	0	0	0
YAR029W	0	0	0.000	9.310	0	0	0	0	0	0	0	0	0	0	0
YAR030C	0	0	0.000	11.480	0	0	0	0	0	0	0	0	0	0	0
YAR031W	4	2	0.013	14.970	1	0	1	0	0	0	0	0	0	0	0
YAR033W	3	2	0.013	14.710	1	1	0	0	0	0	0	0	0	0	0
YAR035C-A	0	0	0.000	7.840	0	0	0	0	0	0	0	0	0	0	0
YAR035W	2	2	0.003	12.860	2	0	0	0	0	0	0	0	0	0	0
YAR042W	0	0	0.000	11.100	0	0	0	0	0	0	0	0	0	0	0
YAR047C	0	0	0.000	11.570	0	0	0	0	0	0	0	0	0	0	0
YAR050W	0	0	0.000	11.480	0	0	0	0	0	0	0	0	0	0	0
YAR053W	1	1	0.010	13.710	1	0	0	0	0	0	0	0	0	0	0
YAR060C	0	0	0.000	10.910	0	0	0	0	0	0	0	0	0	0	0
YAR061W	4	2	0.012	13.650	1	0	1	0	0	0	0	0	0	0	0
YAR064W	0	0	0.000	11.150	0	0	0	0	0	0	0	0	0	0	0
YAR066W	0	0	0.000	12.050	0	0	0	0	0	0	0	0	0	0	0
YAR068W	7	5	0.043	19.500	3	2	0	0	0	0	0	0	0	0	0
YAR069C	2	1	0.021	14.650	0	1	0	0	0	0	0	0	0	0	0
YAR070C	0	0	0.000	9.570	0	0	0	0	0	0	0	0	0	0	0
YAR071W	0	0	0.000	9.980	0	0	0	0	0	0	0	0	0	0	0
YAR073W	1	1	0.002	15.270	1	0	0	0	0	0	0	0	0	0	0
YAR075W	0	0	0.000	9.220	0	0	0	0	0	0	0	0	0	0	0
YBL001C	0	0	0.000	8.550	0	0	0	0	0	0	0	0	0	0	0
YBL002W	1	1	0.008	12.560	1	0	0	0	0	0	0	0	0	0	0
YBL003C	1	1	0.008	14.650	1	0	0	0	0	0	0	0	0	0	0
YBL004W	11	11	0.004	15.140	11	0	0	0	0	0	0	0	0	0	0
YBL005W	1	1	0.001	16.090	1	0	0	0	0	0	0	0	0	0	0
YBL005W-A	0	0	0.000	8.770	0	0	0	0	0	0	0	0	0	0	0
YBL005W-B	3	3	0.002	13.770	3	0	0	0	0	0	0	0	0	0	0
YBL006C	0	0	0.000	11.060	0	0	0	0	0	0	0	0	0	0	0
YBL006W-A	0	0	0.000	4.130	0	0	0	0	0	0	0	0	0	0	0
YBL007C	1	1	0.001	15.990	1	0	0	0	0	0	0	0	0	0	0
YBL008W	2	1	0.002	16.500	0	1	0	0	0	0	0	0	0	0	0
YBL008W-A	0	0	0.000	9.250	0	0	0	0	0	0	0	0	0	0	0
YBL009W	1	1	0.001	13.270	1	0	0	0	0	0	0	0	0	0	0
YBL010C	1	1	0.004	14.310	1	0	0	0	0	0	0	0	0	0	0
YBL011W	1	1	0.001	12.730	1	0	0	0	0	0	0	0	0	0	0
YBL012C	1	1	0.008	12.740	1	0	0	0	0	0	0	0	0	0	0
YBL013W	0	0	0.000	10.950	0	0	0	0	0	0	0	0	0	0	0
YBL014C	0	0	0.000	12.070	0	0	0	0	0	0	0	0	0	0	0
YBL015W	0	0	0.000	10.750	0	0	0	0	0	0	0	0	0	0	0
YBL016W	1	1	0.003	16.480	1	0	0	0	0	0	0	0	0	0	0
YBL017C	1	1	0.001	12.670	1	0	0	0	0	0	0	0	0	0	0
YBL018C	0	0	0.000	7.560	0	0	0	0	0	0	0	0	0	0	0
YBL019W	3	2	0.006	16.870	1	1	0	0	0	0	0	0	0	0	0
YBL020W	0	0	0.000	12.130	0	0	0	0	0	0	0	0	0	0	0
YBL021C	0	0	0.000	9.870	0	0	0	0	0	0	0	0	0	0	0
YBL022C	0	0	0.000	12.030	0	0	0	0	0	0	0	0	0	0	0
YBL023C	0	0	0.000	11.020	0	0	0	0	0	0	0	0	0	0	0
YBL024W	0	0	0.000	10.640	0	0	0	0	0	0	0	0	0	0	0
YBL025W	0	0	0.000	8.500	0	0	0	0	0	0	0	0	0	0	0
YBL026W	1	1	0.011	13.070	1	0	0	0	0	0	0	0	0	0	0
YBL027W	3	2	0.016	16.000	1	1	0	0	0	0	0	0	0	0	0
YBL028C	0	0	0.000	5.230	0	0	0	0	0	0	0	0	0	0	0
YBL029C-A	0	0	0.000	6.450	0	0	0	0	0	0	0	0	0	0	0
YBL029W	0	0	0.000	9.010	0	0	0	0	0	0	0	0	0	0	0
YBL030C	0	0	0.000	10.690	0	0	0	0	0	0	0	0	0	0	0
YBL031W	2	2	0.006	12.780	2	0	0	0	0	0	0	0	0	0	0
YBL032W	1	1	0.003	13.920	1	0	0	0	0	0	0	0	0	0	0
YBL033C	1	1	0.003	13.390	1	0	0	0	0	0	0	0	0	0	0
YBL034C	3	2	0.002	14.060	1	1	0	0	0	0	0	0	0	0	0
YBL035C	0	0	0.000	9.930	0	0	0	0	0	0	0	0	0	0	0
YBL036C	2	1	0.008	15.770	0	1	0	0	0	0	0	0	0	0	0
YBL037W	4	4	0.004	13.330	4	0	0	0	0	0	0	0	0	0	0
YBL038W	1	1	0.004	12.390	1	0	0	0	0	0	0	0	0	0	0
YBL039C	0	0	0.000	11.980	0	0	0	0	0	0	0	0	0	0	0
YBL039C-A	2	1	0.074	16.780	0	1	0	0	0	0	0	0	0	0	0
YBL039W-B	0	0	0.000	6.920	0	0	0	0	0	0	0	0	0	0	0
YBL040C	4	3	0.018	13.910	2	1	0	0	0	0	0	0	0	0	0
YBL041W	0	0	0.000	9.120	0	0	0	0	0	0	0	0	0	0	0
YBL042C	1	1	0.002	12.870	1	0	0	0	0	0	0	0	0	0	0
YBL043W	1	1	0.004	12.330	1	0	0	0	0	0	0	0	0	0	0
YBL044W	0	0	0.000	8.280	0	0	0	0	0	0	0	0	0	0	0
YBL045C	0	0	0.000	11.100	0	0	0	0	0	0	0	0	0	0	0
YBL046W	0	0	0.000	9.810	0	0	0	0	0	0	0	0	0	0	0
YBL047C	0	0	0.000	9.760	0	0	0	0	0	0	0	0	0	0	0
YBL048W	0	0	0.000	11.280	0	0	0	0	0	0	0	0	0	0	0
YBL049W	0	0	0.000	7.980	0	0	0	0	0	0	0	0	0	0	0
YBL050W	0	0	0.000	11.650	0	0	0	0	0	0	0	0	0	0	0
YBL051C	3	2	0.004	13.440	1	1	0	0	0	0	0	0	0	0	0
YBL052C	0	0	0.000	11.830	0	0	0	0	0	0	0	0	0	0	0
YBL053W	3	1	0.024	13.150	0	0	1	0	0	0	0	0	0	0	0
YBL054W	0	0	0.000	11.350	0	0	0	0	0	0	0	0	0	0	0
YBL055C	0	0	0.000	9.910	0	0	0	0	0	0	0	0	0	0	0
YBL056W	0	0	0.000	10.870	0	0	0	0	0	0	0	0	0	0	0
YBL057C	0	0	0.000	9.800	0	0	0	0	0	0	0	0	0	0	0
YBL058W	0	0	0.000	9.420	0	0	0	0	0	0	0	0	0	0	0
YBL059C-A	0	0	0.000	7.260	0	0	0	0	0	0	0	0	0	0	0
YBL059W	0	0	0.000	10.690	0	0	0	0	0	0	0	0	0	0	0
YBL060W	1	1	0.001	12.230	1	0	0	0	0	0	0	0	0	0	0
YBL061C	0	0	0.000	10.140	0	0	0	0	0	0	0	0	0	0	0
YBL062W	0	0	0.000	9.860	0	0	0	0	0	0	0	0	0	0	0
YBL063W	1	1	0.001	12.230	1	0	0	0	0	0	0	0	0	0	0
YBL064C	0	0	0.000	12.150	0	0	0	0	0	0	0	0	0	0	0
YBL065W	3	2	0.026	18.380	1	1	0	0	0	0	0	0	0	0	0
YBL066C	2	2	0.002	14.060	2	0	0	0	0	0	0	0	0	0	0
YBL067C	1	1	0.001	12.460	1	0	0	0	0	0	0	0	0	0	0
YBL068W	0	0	0.000	11.100	0	0	0	0	0	0	0	0	0	0	0
YBL068W-A	0	0	0.000	4.590	0	0	0	0	0	0	0	0	0	0	0
YBL069W	1	1	0.002	12.350	1	0	0	0	0	0	0	0	0	0	0
YBL070C	0	0	0.000	7.900	0	0	0	0	0	0	0	0	0	0	0
YBL071C	0	0	0.000	8.920	0	0	0	0	0	0	0	0	0	0	0
YBL071C-B	0	0	0.000	8.600	0	0	0	0	0	0	0	0	0	0	0
YBL071W-A	0	0	0.000	5.910	0	0	0	0	0	0	0	0	0	0	0
YBL072C	0	0	0.000	10.290	0	0	0	0	0	0	0	0	0	0	0
YBL073W	0	0	0.000	10.970	0	0	0	0	0	0	0	0	0	0	0
YBL074C	0	0	0.000	10.290	0	0	0	0	0	0	0	0	0	0	0
YBL075C	1	1	0.002	12.330	1	0	0	0	0	0	0	0	0	0	0
YBL076C	3	3	0.003	13.720	3	0	0	0	0	0	0	0	0	0	0
YBL077W	0	0	0.000	11.300	0	0	0	0	0	0	0	0	0	0	0
YBL078C	2	1	0.017	15.850	0	1	0	0	0	0	0	0	0	0	0
YBL079W	5	4	0.003	15.340	3	1	0	0	0	0	0	0	0	0	0
YBL080C	0	0	0.000	11.250	0	0	0	0	0	0	0	0	0	0	0
YBL081W	0	0	0.000	10.190	0	0	0	0	0	0	0	0	0	0	0
YBL082C	8	4	0.017	18.050	2	0	2	0	0	0	0	0	0	0	0
YBL083C	0	0	0.000	11.600	0	0	0	0	0	0	0	0	0	0	0
YBL084C	0	0	0.000	11.110	0	0	0	0	0	0	0	0	0	0	0
YBL085W	0	0	0.000	10.340	0	0	0	0	0	0	0	0	0	0	0
YBL086C	0	0	0.000	11.350	0	0	0	0	0	0	0	0	0	0	0
YBL087C	0	0	0.000	9.120	0	0	0	0	0	0	0	0	0	0	0
YBL088C	7	7	0.003	14.980	7	0	0	0	0	0	0	0	0	0	0
YBL089W	1	1	0.002	13.800	1	0	0	0	0	0	0	0	0	0	0
YBL090W	0	0	0.000	9.680	0	0	0	0	0	0	0	0	0	0	0
YBL091C	0	0	0.000	10.660	0	0	0	0	0	0	0	0	0	0	0
YBL091C-A	0	0	0.000	11.850	0	0	0	0	0	0	0	0	0	0	0
YBL092W	1	1	0.008	12.680	1	0	0	0	0	0	0	0	0	0	0
YBL093C	0	0	0.000	8.690	0	0	0	0	0	0	0	0	0	0	0
YBL094C	0	0	0.000	10.750	0	0	0	0	0	0	0	0	0	0	0
YBL095W	1	1	0.004	13.240	1	0	0	0	0	0	0	0	0	0	0
YBL096C	2	2	0.020	14.030	2	0	0	0	0	0	0	0	0	0	0
YBL097W	0	0	0.000	10.420	0	0	0	0	0	0	0	0	0	0	0
YBL098W	4	2	0.009	14.670	1	0	1	0	0	0	0	0	0	0	0
YBL099W	4	1	0.007	20.550	0	0	0	1	0	0	0	0	0	0	0
YBL100C	0	0	0.000	9.440	0	0	0	0	0	0	0	0	0	0	0
YBL100W-A	1	1	0.002	12.620	1	0	0	0	0	0	0	0	0	0	0
YBL100W-B	5	4	0.003	13.770	3	1	0	0	0	0	0	0	0	0	0
YBL100W-C	0	0	0.000	6.780	0	0	0	0	0	0	0	0	0	0	0
YBL101C	1	1	0.001	12.310	1	0	0	0	0	0	0	0	0	0	0
YBL102W	1	1	0.005	13.090	1	0	0	0	0	0	0	0	0	0	0
YBL103C	0	0	0.000	9.870	0	0	0	0	0	0	0	0	0	0	0
YBL104C	0	0	0.000	11.790	0	0	0	0	0	0	0	0	0	0	0
YBL105C	3	3	0.003	14.420	3	0	0	0	0	0	0	0	0	0	0
YBL106C	3	3	0.003	14.250	3	0	0	0	0	0	0	0	0	0	0
YBL107C	0	0	0.000	11.420	0	0	0	0	0	0	0	0	0	0	0
YBL107W-A	0	0	0.000	12.010	0	0	0	0	0	0	0	0	0	0	0
YBL108C-A	0	0	0.000	6.090	0	0	0	0	0	0	0	0	0	0	0
YBL108W	0	0	0.000	10.770	0	0	0	0	0	0	0	0	0	0	0
YBL109W	1	1	0.009	12.180	1	0	0	0	0	0	0	0	0	0	0
YBL111C	0	0	0.000	11.860	0	0	0	0	0	0	0	0	0	0	0
YBL112C	0	0	0.000	10.190	0	0	0	0	0	0	0	0	0	0	0
YBL113C	0	0	0.000	11.730	0	0	0	0	0	0	0	0	0	0	0
YBL113W-A	0	0	0.000	11.330	0	0	0	0	0	0	0	0	0	0	0
YBR001C	1	1	0.001	12.190	1	0	0	0	0	0	0	0	0	0	0
YBR002C	0	0	0.000	11.230	0	0	0	0	0	0	0	0	0	0	0
YBR003W	3	1	0.006	18.900	0	0	1	0	0	0	0	0	0	0	0
YBR004C	5	4	0.012	15.660	3	1	0	0	0	0	0	0	0	0	0
YBR005W	1	1	0.005	13.090	1	0	0	0	0	0	0	0	0	0	0
YBR006W	0	0	0.000	7.840	0	0	0	0	0	0	0	0	0	0	0
YBR007C	0	0	0.000	11.970	0	0	0	0	0	0	0	0	0	0	0
YBR008C	0	0	0.000	10.120	0	0	0	0	0	0	0	0	0	0	0
YBR009C	0	0	0.000	11.550	0	0	0	0	0	0	0	0	0	0	0
YBR010W	0	0	0.000	10.290	0	0	0	0	0	0	0	0	0	0	0
YBR011C	0	0	0.000	11.680	0	0	0	0	0	0	0	0	0	0	0
YBR012C	0	0	0.000	6.040	0	0	0	0	0	0	0	0	0	0	0
YBR012W-A	0	0	0.000	11.600	0	0	0	0	0	0	0	0	0	0	0
YBR012W-B	3	3	0.002	13.770	3	0	0	0	0	0	0	0	0	0	0
YBR013C	1	1	0.008	12.700	1	0	0	0	0	0	0	0	0	0	0
YBR014C	1	1	0.005	12.620	1	0	0	0	0	0	0	0	0	0	0
YBR015C	1	1	0.002	12.390	1	0	0	0	0	0	0	0	0	0	0
YBR016W	0	0	0.000	5.880	0	0	0	0	0	0	0	0	0	0	0
YBR017C	1	1	0.001	12.710	1	0	0	0	0	0	0	0	0	0	0
YBR018C	0	0	0.000	8.800	0	0	0	0	0	0	0	0	0	0	0
YBR019C	0	0	0.000	10.810	0	0	0	0	0	0	0	0	0	0	0
YBR020W	1	1	0.002	14.880	1	0	0	0	0	0	0	0	0	0	0
YBR021W	0	0	0.000	10.240	0	0	0	0	0	0	0	0	0	0	0
YBR022W	0	0	0.000	10.990	0	0	0	0	0	0	0	0	0	0	0
YBR023C	3	3	0.003	13.080	3	0	0	0	0	0	0	0	0	0	0
YBR024W	4	2	0.013	14.480	1	0	1	0	0	0	0	0	0	0	0
YBR025C	0	0	0.000	9.670	0	0	0	0	0	0	0	0	0	0	0
YBR026C	0	0	0.000	10.330	0	0	0	0	0	0	0	0	0	0	0
YBR027C	0	0	0.000	11.410	0	0	0	0	0	0	0	0	0	0	0
YBR028C	1	1	0.002	16.220	1	0	0	0	0	0	0	0	0	0	0
YBR029C	2	1	0.004	14.160	0	1	0	0	0	0	0	0	0	0	0
YBR030W	0	0	0.000	10.810	0	0	0	0	0	0	0	0	0	0	0
YBR031W	2	2	0.006	15.540	2	0	0	0	0	0	0	0	0	0	0
YBR032W	0	0	0.000	10.260	0	0	0	0	0	0	0	0	0	0	0
YBR033W	3	2	0.003	16.990	1	1	0	0	0	0	0	0	0	0	0
YBR034C	0	0	0.000	11.390	0	0	0	0	0	0	0	0	0	0	0
YBR035C	0	0	0.000	12.000	0	0	0	0	0	0	0	0	0	0	0
YBR036C	1	1	0.002	12.450	1	0	0	0	0	0	0	0	0	0	0
YBR037C	0	0	0.000	9.730	0	0	0	0	0	0	0	0	0	0	0
YBR038W	1	1	0.001	12.300	1	0	0	0	0	0	0	0	0	0	0
YBR039W	1	1	0.003	12.310	1	0	0	0	0	0	0	0	0	0	0
YBR040W	4	3	0.013	17.230	2	1	0	0	0	0	0	0	0	0	0
YBR041W	3	1	0.004	15.790	0	0	1	0	0	0	0	0	0	0	0
YBR042C	1	1	0.003	15.010	1	0	0	0	0	0	0	0	0	0	0
YBR043C	2	1	0.003	16.210	0	1	0	0	0	0	0	0	0	0	0
YBR044C	1	1	0.002	14.160	1	0	0	0	0	0	0	0	0	0	0
YBR045C	2	1	0.003	14.620	0	1	0	0	0	0	0	0	0	0	0
YBR046C	0	0	0.000	11.920	0	0	0	0	0	0	0	0	0	0	0
YBR047W	2	1	0.011	16.600	0	1	0	0	0	0	0	0	0	0	0
YBR048W	0	0	0.000	11.140	0	0	0	0	0	0	0	0	0	0	0
YBR049C	0	0	0.000	8.370	0	0	0	0	0	0	0	0	0	0	0
YBR050C	1	1	0.003	12.930	1	0	0	0	0	0	0	0	0	0	0
YBR051W	0	0	0.000	12.040	0	0	0	0	0	0	0	0	0	0	0
YBR052C	0	0	0.000	9.210	0	0	0	0	0	0	0	0	0	0	0
YBR053C	0	0	0.000	9.060	0	0	0	0	0	0	0	0	0	0	0
YBR054W	0	0	0.000	10.190	0	0	0	0	0	0	0	0	0	0	0
YBR055C	3	3	0.003	13.610	3	0	0	0	0	0	0	0	0	0	0
YBR056C-B	0	0	0.000	4.400	0	0	0	0	0	0	0	0	0	0	0
YBR056W	0	0	0.000	8.300	0	0	0	0	0	0	0	0	0	0	0
YBR056W-A	0	0	0.000	5.440	0	0	0	0	0	0	0	0	0	0	0
YBR057C	0	0	0.000	6.800	0	0	0	0	0	0	0	0	0	0	0
YBR058C	1	1	0.001	12.910	1	0	0	0	0	0	0	0	0	0	0
YBR058C-A	0	0	0.000	7.930	0	0	0	0	0	0	0	0	0	0	0
YBR059C	0	0	0.000	11.210	0	0	0	0	0	0	0	0	0	0	0
YBR060C	1	1	0.002	12.230	1	0	0	0	0	0	0	0	0	0	0
YBR061C	1	1	0.003	12.760	1	0	0	0	0	0	0	0	0	0	0
YBR062C	2	1	0.011	16.810	0	1	0	0	0	0	0	0	0	0	0
YBR063C	0	0	0.000	11.700	0	0	0	0	0	0	0	0	0	0	0
YBR064W	0	0	0.000	10.690	0	0	0	0	0	0	0	0	0	0	0
YBR065C	0	0	0.000	12.120	0	0	0	0	0	0	0	0	0	0	0
YBR066C	0	0	0.000	11.650	0	0	0	0	0	0	0	0	0	0	0
YBR067C	0	0	0.000	11.200	0	0	0	0	0	0	0	0	0	0	0
YBR068C	1	1	0.002	13.480	1	0	0	0	0	0	0	0	0	0	0
YBR069C	2	2	0.003	15.300	2	0	0	0	0	0	0	0	0	0	0
YBR070C	0	0	0.000	12.020	0	0	0	0	0	0	0	0	0	0	0
YBR071W	0	0	0.000	8.260	0	0	0	0	0	0	0	0	0	0	0
YBR072C-A	0	0	0.000	12.030	0	0	0	0	0	0	0	0	0	0	0
YBR072W	0	0	0.000	10.570	0	0	0	0	0	0	0	0	0	0	0
